review_id,url_id,url,target_country,language,page_type,entity_source,impressions_W1,clicks_W1,primary_query,intent_alignment,usefulness_1_5,specificity_1_5,naturalness_1_5,localisation_1_5,factual_safety,scanner_flags,analyst_rating_1_5,classification,issue,current_excerpt,recommended_action,factual_source,clinical_gate,native_editor_status,copy_approval_status,owner,expected_user_benefit,evidence
CR-0060,U001923,https://www.myglobalhealth.online/ireland/en/careers,Ireland,en,careers,CMS job records (ie-en) via frontend/lib/content/get-public-jobs.ts; dump .../api/jobs/ie-en.json,6,1,global medics ireland,partial,2,2,3,4,ok,em_dash_51.1/1k,2,Improve,"176 words. Lists 8+ consultant vacancies with no role detail, and shows a 'Consultation languages: English' tile that belongs on a clinical page.","CareersGlobal Health · IrelandCareers at Global Health Global Health connects patients in Ireland with registered doctors online. Behind every consultation is a team of clinicians, clinical-operations staff and engineers working across our","Give each vacancy one line of scope and requirements, or link to the job record; replace the consultation-languages tile with a working-language line.",Vacancy titles come from the jobs record,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Applicants can tell whether a role fits,seo/tracking/raw/2026-09-15/A2-probe/text/U001923.txt
CR-0061,U001951,https://www.myglobalhealth.online/ireland/en/doctors/dr-raafat-ibrahim,Ireland,en,doctor,CMS doctor record dr-raafat-ibrahim (ie-en) via frontend/lib/content/get-public-doctors.ts rendered by frontend/lib/content/doctor-profile-page.tsx; dump .../api/doctors/ie-en.json,25,0,raafat ibrahim,aligned,4,4,4,5,risk,em_dash_8.5/1k,2,Improve,'one of the most experienced paediatric clinicians available through online consultation anywhere in the world' is an unverifiable superiority claim on a clinician profile.,"ss Ireland, the UK and the Middle East, one of the most experienced paediatric clinicians available through online consultation anywhere in the world.He holds the Fellowship of the Royal College of Paediatrics and Child Health (FRCPCH) and","Delete the superiority clause and keep the checkable facts: 30 years, FRCPCH, MRCP(UK), the two postgraduate diplomas and the IMC registration.",FRCPCH / MRCP(UK) / diplomas stated on page; the world-ranking clause has no source,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",not needed,proposed,,"Credentials a patient can verify, no ranking claim",seo/tracking/raw/2026-09-15/A2-probe/text/U001951.txt
CR-0062,U001970,https://www.myglobalhealth.online/ireland/en/health/respiratory-infections,Ireland,en,health_legacy,CMS landing/health record respiratory-infections (ie-en) via frontend/app/[country]/[lang]/health/[slug]/page.tsx,4,0,site:www.myglobalhealth.online,aligned,4,4,4,5,ok,em_dash_15.8/1k,3,Improve,759-word legacy health page that duplicates the respiratory service intent; useful red-flag list but no reviewer byline or review date.,"IrelandIrelandRespiratory Infections — Online Doctor IrelandChest infections, persistent cough, sore throat and sinus symptoms assessed by an Irish-registered doctor — same-day video appointments, sick cert where warranted.Book consultation",Either add the reviewer byline used on service pages or fold this into the respiratory service page.,112/999 red flags stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Same safety information with a named reviewer,seo/tracking/raw/2026-09-15/A2-probe/text/U001970.txt
CR-0063,HOME-IE,https://www.myglobalhealth.online/ireland/en,Ireland,en,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/ie/en (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/en/home.json",165,7,global health,partial,5,5,4,5,check,em_dash_10.9/1k,3,Improve,"Trust tile reads '13 Consultation languages' (languages Ireland's GPs speak) while the FAQ answers 'six languages... English, Portuguese, Spanish, Czech, Romanian, and German' (site languages). Both a","ceptedAnswer"":{""@type"":""Answer"",""text"":""Consultations at Global Health are available in six languages, English, Portuguese, Spanish, Czech, Romanian, and German, so you can speak with a doctor in the language you are most comfortable with,",Label the tile as languages spoken by doctors in Ireland and rewrite the FAQ answer to separate site languages from consultation languages. Do not change the counts.,"Tile count comes from getGpLanguages(code,'marketing'); the six site languages are the locale set","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,One consistent answer to 'what language can I be seen in',seo/tracking/raw/2026-09-15/A2-probe/text/HOME-IE.txt
CR-0064,U001781,https://www.myglobalhealth.online/ireland/de,Ireland,de,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/ie/de (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/de/home.json",3,0,hausarzt,partial,3,3,3,3,check,superlative_hits=16,2,Improve,"3,707-word German translation of the Ireland home with 16 superlative hits and 3 impressions.","IrelandIreland22 verfügbarOnline-Arzt Irland | bei IMC registrierte Ärzte, am selben Tag.Hausarzttermine, Krankschreibungen, Facharztüberweisungen und medizinische Unterstützung per sicherem Videoanruf, von überall in Irland. Termine am sel",Cut to the sections a German-speaking resident in Ireland actually needs and remove the superlative stack; keep the IMC and the EUR 39 price.,IMC registration and EUR 39 GP price stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,A shorter German page that answers the real question,seo/tracking/raw/2026-09-15/A2-probe/text/U001781.txt
CR-0065,U001997,https://www.myglobalhealth.online/ireland/en/press,Ireland,en,press,frontend/lib/content/press-releases/ + frontend/locales/en/company.json,8,0,global medic,aligned,4,4,4,5,ok,em_dash_9.3/1k,4,Protect,Press page with a dated release and checkable identifiers.,"PressGlobal Health · IrelandPress & media Information for journalists writing about Global Health in Ireland — who we are, who operates the service, and how to verify what we do.Email the press teamAbout usOperated byGlobal Guest s.r.o.Regu",No change.,"Press release July 2026, IČO 19071680, IMC named","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Journalists get a quotable boilerplate,seo/tracking/raw/2026-09-15/A2-probe/text/U001997.txt
CR-0066,U001866,https://www.myglobalhealth.online/ireland/de/services/chronic-disease-consultation,Ireland,de,service,CMS service record chronic-disease-consultation (ie-de) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/ie-de.json,5,0,was ist hse-chron und wofür nutzt man es?,aligned,4,4,5,4,check,superlative_hits=4,3,Improve,Claims GP specialist-division registration is 'die hoechste verfuegbare Ausbildungsstufe fuer Hausaerzte in Irland' - a superiority framing of a registration category.,"eim Irish Medical Council registriert – die höchste verfügbare Ausbildungsstufe für Hausärzte in Irland. Sie sind speziell darin geschult, komplexe, laufende und mehrere Systeme betreffende Erkrankungen mit der klinischen Tiefe und Kontinui","State the registration category factually (Specialist Division, General Practice, IMC) without ranking it.",IMC 523449 reviewer and Specialist Division registration named on page,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",needed,proposed,,Accurate description of what the registration means,seo/tracking/raw/2026-09-15/A2-probe/text/U001866.txt
CR-0067,U002040,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,Ireland,en,tool,frontend/locales/en/tools.json:adhd-test via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,348,0,adhd assessment,aligned,5,5,5,5,ok,em_dash_9.6/1k,4,Protect,"348 impressions, 0 clicks - but only 20 of those impressions are in the top 15 (ADHD queries sit at p68-78). A snippet change will not move this.","IrelandADHD testFree health toolADHD test IrelandAnswer six questions about the last six months to see whether your answers match the pattern the adult ADHD screener looks for.The six-question ASRS v1.1 Part A screenerScored per question, t",No copy change; treat as a ranking problem.,ASRS v1.1 Part A named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U002040.txt
CR-0068,U002043,https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator,Ireland,en,tool,frontend/locales/en/tools.json:calorie-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,340,1,calorie calculator,aligned,5,5,4,5,ok,em_dash_8.7/1k,4,Improve,319 of 340 impressions are inside the top 15 (positions 9-11) and it earned 1 click - 0.3% CTR. The title repeats the H1 and leads with the country token rather than the promise.,"IrelandCalorie calculatorFree health toolCalorie calculator IrelandEnter your sex, age, height, weight and how active you are to see how many calories you burn in a day — and what to eat to maintain, lose or gain weight.Mifflin-St Jeor equa","Rewrite title/meta to lead with what the user gets (maintenance, deficit and surplus in one screen) and keep the Mifflin-St Jeor mention as the credibility line.",Mifflin-St Jeor equation named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,More of the searchers already seeing it click through,seo/tracking/raw/2026-09-15/A2-probe/text/U002043.txt
CR-0069,U002042,https://www.myglobalhealth.online/ireland/en/tools/bmi-calculator,Ireland,en,tool,frontend/locales/en/tools.json:bmi-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,210,0,bmi calculator ireland,aligned,5,5,5,5,ok,none,4,Protect,"Accurate WHO-band tool; positions 30-70, so visibility is the constraint.","IrelandBMI calculatorFree health toolBMI calculator IrelandEnter your height and weight to see your body mass index and where it sits on the World Health Organization adult scale.Metric and imperial (kg, stone, pounds)WHO adult weight categ",No copy change.,WHO adult BMI bands named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U002042.txt
CR-0070,U002041,https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart,Ireland,en,tool,frontend/locales/en/tools.json:blood-pressure-chart via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,196,0,blood pressure chart,aligned,5,5,5,5,ok,none,4,Improve,177 of 196 impressions in the top 15 (p8-14 including 'hse blood pressure chart') with 0 clicks.,"IrelandBlood pressure chartFree health toolBlood pressure chart IrelandEnter the two numbers from your monitor to see where the reading sits on the European adult chart — and what, if anything, to do about it.European (ESC/ESH) adult catego",Test a title/meta that says what the reader compares and that the page flags same-day readings.,ESC/ESH adult categories named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Searchers recognise the chart they wanted,seo/tracking/raw/2026-09-15/A2-probe/text/U002041.txt
CR-0071,U002044,https://www.myglobalhealth.online/ireland/en/tools/due-date-calculator,Ireland,en,tool,frontend/locales/en/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,129,0,due date calculator,aligned,5,5,5,5,ok,soft_404_signal,4,Protect,scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). 129 impressions at p47-68.,"IrelandDue date calculatorFree health toolDue date calculator IrelandEnter the first day of your last period to see your estimated due date, how far along you are today, and when each trimester starts.Adjusts for cycle lengths from 20 to 45",No copy change; fix the scanner rule.,40-week table and term window stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U002044.txt
CR-0072,U002045,https://www.myglobalhealth.online/ireland/en/tools/osteoporosis-risk-checker,Ireland,en,tool,frontend/locales/en/tools.json:osteoporosis-risk-checker via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,32,0,osteoporosis screening,aligned,5,5,4,5,ok,em_dash_11.6/1k,4,Protect,Explicitly says it is NICE case-finding and not FRAX - unusually honest for this page type.,"IrelandOsteoporosis risk checkerFree health toolOsteoporosis risk checker IrelandAnswer questions about your age, sex and risk factors to see whether published guidelines recommend you ask for a bone density assessment.Based on NICE case-fi",No change.,NICE case-finding guidance named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Users know what the checklist is and is not,seo/tracking/raw/2026-09-15/A2-probe/text/U002045.txt
CR-0073,U002174,https://www.myglobalhealth.online/ireland/es/tools/due-date-calculator,Ireland,es,tool,frontend/locales/es/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Spanish due-date tool on an Ireland URL, 0 impressions.","IrlandaCalculadora de embarazoHerramienta gratuitaCalculadora de embarazo IrlandaIndica el primer día de tu última regla para ver tu fecha probable de parto, en qué semana estás hoy y cuándo empieza cada trimestre.Se ajusta a ciclos de 20 a",Retire or noindex unless an Ireland es audience is evidenced.,Same clinical content as the en page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U002174.txt
CR-0074,U002307,https://www.myglobalhealth.online/ireland/pt/tools/due-date-calculator,Ireland,pt,tool,frontend/locales/pt/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Portuguese due-date tool on an Ireland URL, 0 impressions.","IrlandaCalculadora da data do partoFerramenta gratuitaCalculadora da data do parto IrlandaIndique o primeiro dia da última menstruação para ver a data provável do parto, em que semana está hoje e quando começa cada trimestre.Ajusta-se a cic",Retire or noindex unless an Ireland pt audience is evidenced.,Same clinical content as the en page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U002307.txt
CR-0075,U002437,https://www.myglobalhealth.online/ireland/ro/tools/due-date-calculator,Ireland,ro,tool,frontend/locales/ro/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Romanian due-date tool on an Ireland URL, 0 impressions.","IrlandaCalculator de sarcinăInstrument gratuitCalculator de sarcină IrlandaIntrodu prima zi a ultimei menstruații ca să vezi data probabilă a nașterii, în ce săptămână ești astăzi și când începe fiecare trimestru.Se ajustează pentru cicluri",Retire or noindex unless an Ireland ro audience is evidenced.,Same clinical content as the en page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U002437.txt
CR-0076,U002957,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao,Portugal,pt,blog_post,CMS blog record atestado-medico-para-carta-de-conducao (pt-pt) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-pt.json,255,0,atestado para carta de condução,aligned,5,5,5,5,ok,none,5,Protect,255 impressions; Group 1/Group 2 categories and the IMT electronic submission are correct and specific.,"Todos os artigosMedicina Geral e FamiliarAtestado médico para carta de condução: Grupo 1, Grupo 2 e envio ao IMTSaiba que categorias pertencem aos Grupos 1 e 2, quando são pedidos atestado e avaliação psicológica e como o médico envia o doc",No change.,IMT submission and Group 1/2 categories described on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Drivers know which group and test applies,seo/tracking/raw/2026-09-15/A2-probe/text/U002957.txt
CR-0077,U002959,https://www.myglobalhealth.online/portugal/pt/blog/baixa-medica-quanto-se-recebe-como-calcular,Portugal,pt,blog_post,CMS blog record baixa-medica-quanto-se-recebe-como-calcular (pt-pt) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-pt.json,78,0,baixa por cirurgia de ambulatório quanto se recebe 2026,aligned,5,5,5,5,ok,none,5,Protect,Gives the actual 2026 rate bands (55/60/70/75%) and a worked example.,"Todos os artigosBaixa médicaBaixa médica: quanto se recebe e como é calculadaAs taxas do subsídio de doença em 2026, a remuneração de referência, os dias de espera e um exemplo de cálculo.Global Health Medical Team29 de agosto de 20265 min",No change.,Seguranca Social 2026 rate bands and IAS cited on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,A number the reader can apply to their own pay,seo/tracking/raw/2026-09-15/A2-probe/text/U002959.txt
CR-0078,U002781,https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal,Portugal,en,blog_post,CMS blog record travel-health-consultation-portugal (pt-en) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-en.json,51,0,consulta do viajante online,aligned,5,5,4,4,ok,em_dash_15.6/1k,4,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Medicina de Viagem' on the /en page; 15.6/1k em-dashes.,"All articlesMedicina de ViagemTravel health consultation in Portugal: where to go, when to book and what to bringThe consulta do viajante assesses the risk of your trip against your destination and prepares you b",Translate the category label for en and thin the dashes in the lede.,International Vaccination Centre role described; reviewed by Dr Ahmed Maklad,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,English readers see an English taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U002781.txt
CR-0079,U002776,https://www.myglobalhealth.online/portugal/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,Portugal,en,blog_post,CMS blog record hand-foot-and-mouth-disease-signs-and-treatment (pt-en) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-en.json,1,0,kode icd 10 flu singapura adalah,mismatched,3,3,4,2,risk,em_dash_9.9/1k|google_folded_canonical,1,Consolidate,"A Portugal URL serving an article about 'hand, foot and mouth disease in Irish children' aligned to the HSE; meta is truncated; Google folded it.","t and mouth disease: Signs and treatmentYour complete HSE-aligned guide to hand, foot and mouth disease in Irish children. Covers symptoms, treatment at home, when to go to A&E, and how to stop it spreading inGlobal Health Medical TeamJune","Do not keep an Ireland-specific paediatric guide on a Portugal URL. Fold to one canonical HFMD article, or localise to DGS guidance and the Portuguese emergency route before republishing.",HSE guidance cited - not the Portuguese regulator,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",needed,proposed,,Portuguese parents get Portuguese guidance,seo/tracking/raw/2026-09-15/A2-probe/text/U002776.txt
CR-0080,U002689,https://www.myglobalhealth.online/portugal/de/blog/krankmeldung-selbsterklaerung-portugal,Portugal,de,blog_post,CMS blog record krankmeldung-selbsterklaerung-portugal (pt-de) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-de.json,1,0,portugal,aligned,4,5,4,4,ok,superlative_hits=17,3,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Medicina Geral e Familiar' on the /de page; 17 superlative hits.,Alle ArtikelMedicina Geral e FamiliarSelbsterklärung oder ärztliche Krankmeldung in Portugal: was Sie brauchenDie autodeclaração de doença reichen Sie selbst über Segurança Social Direta ein; sie entschuldigt kur,"Translate the category label for de and remove the superlative stack; keep the autodeclaracao vs baixa medica distinction, which is the value of the page.",Seguranca Social Direta process described on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,German readers see a German taxonomy and plainer claims,seo/tracking/raw/2026-09-15/A2-probe/text/U002689.txt
CR-0081,U002599,https://www.myglobalhealth.online/portugal/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,Portugal,cs,blog_post,CMS blog record nemoc-rukou-nohou-a-ust-priznaky-a-lecba (pt-cs) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-cs.json,0,0,,mismatched,3,3,4,2,risk,google_folded_canonical,1,Consolidate,Czech-language article about HFMD 'u deti v Irsku' on a Portugal URL; Google-folded; 0 impressions.,"Všechny článkyTelemedicineNemoc rukou, nohou a úst: příznaky a léčbaPrůvodce podle doporučení HSE: příznaky nemoci rukou, nohou a úst u dětí v Irsku, domácí léčba, varovné příznaky a prevence šíření.Global Health M",Retire or fold; a Czech guide to Irish paediatric care does not belong on a Portugal URL.,HSE guidance cited - not the Portuguese regulator,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",needed,proposed,,Fewer wrong-market pages,seo/tracking/raw/2026-09-15/A2-probe/text/U002599.txt
CR-0082,U002780,https://www.myglobalhealth.online/portugal/en/blog/self-certification-sick-leave-portugal,Portugal,en,blog_post,CMS blog record self-certification-sick-leave-portugal (pt-en) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/pt-en.json,0,0,,partial,5,5,5,4,ok,google_folded_canonical,3,Improve,"Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Medicina Geral e Familiar' on the /en page. Google-folded despite being a good, genuinely Port",All articlesMedicina Geral e FamiliarSelf-certification or a medical certificate: which one you need in PortugalThe autodeclaração de doença is submitted by you on Segurança Social Direta and justifies a short ab,"Translate the category label; then check the canonical/hreflang pairing with the pt original, since the fold looks structural rather than editorial.",Seguranca Social Direta and CIT described on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,English residents keep a page Google will index,seo/tracking/raw/2026-09-15/A2-probe/text/U002780.txt
CR-0083,U002785,https://www.myglobalhealth.online/portugal/en/careers,Portugal,en,careers,CMS job records (pt-en) via frontend/lib/content/get-public-jobs.ts; dump .../api/jobs/pt-en.json,1,0,global health jobs,partial,2,2,3,3,ok,em_dash_59.1/1k,2,Improve,254 words; the page is in English but every vacancy title is in Portuguese ('Endocrinologista (m/f) - Junte-se a Global Health Portugal').,shOpen rolesOpen positionsEquipa clinicaEndocrinologista (m/f) — Junte-se à Global Health PortugalPortugal- 100% remotoEquipa ClinicaGinecologista (m/f) — Junte-se à Global Health PortugalPortugal - 100% remotoUrologista (m/f) — Junte-se à,Either serve vacancy titles in the page locale or state that roles are listed in Portuguese; add one line of scope per role.,Vacancy titles come from the jobs record,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Applicants can read the roles on the page they landed on,seo/tracking/raw/2026-09-15/A2-probe/text/U002785.txt
CR-0084,U003000,https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho,Portugal,pt,doctor,CMS doctor record dr-telmo-coelho (pt-pt) via frontend/lib/content/get-public-doctors.ts rendered by frontend/lib/content/doctor-profile-page.tsx; dump .../api/doctors/pt-pt.json,95,3,dr telmo coelho psiquiatra,aligned,5,5,4,4,check,none,4,Improve,"Best doctor page in Portugal (95 impressions / 3 clicks, p4-7 on name queries) but the bio claims he is 'um dos psiquiatras com maior abrangencia de experiencia clinica especializada disponivel' - an ","e institucional, que o posicionam como um dos psiquiatras com maior abrangência de experiência clínica especializada disponíveis para consulta online em Portugal.Concluiu a especialização em Psiquiatria no Centro Hospitalar de São João, co","Cut the comparative clause; keep OM 48028, CH Sao Joao, Hospital das Forcas Armadas and the forensic/psychotraumatology qualifications, which are the real differentiators.",OM 48028 and named posts on page; the comparative has no source,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",not needed,proposed,,A profile that persuades on verifiable posts,seo/tracking/raw/2026-09-15/A2-probe/text/U003000.txt
CR-0085,U002711,https://www.myglobalhealth.online/portugal/de/doctors/dr-ruben-pereira,Portugal,de,doctor,CMS doctor record dr-ruben-pereira (pt-de) via frontend/lib/content/get-public-doctors.ts rendered by frontend/lib/content/doctor-profile-page.tsx; dump .../api/doctors/pt-de.json,3,0,ruben pereira,partial,3,3,4,3,risk,superlative_hits=7,2,Improve,Meta calls him 'Spezialist fuer Psychiatrie und Sportmedizin' while the body says he is an Assistenzarzt in psychiatry specialist training; title says Allgemeinmedizin. Three different credential clai,"DoctorDr Ruben Pereira — General Doctor, Global Health Portugal Dr Ruben Pereira — General Doctor at Global Health Portugal. Book an online video consultation.++Zurück zum Team in PortugalArztprofilDr Ruben PereiraAllgemeinmedizinÜberprüfen","Align title, meta and body to the registration actually held (doctor in psychiatry specialist training, general medicine consultations); remove 'Spezialist'.",Body states 'Assistenzarzt in der Facharztausbildung fuer Psychiatrie'; the meta claim contradicts it,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",needed,proposed,,Patients are not told a trainee is a specialist,seo/tracking/raw/2026-09-15/A2-probe/text/U002711.txt
CR-0086,U002803,https://www.myglobalhealth.online/portugal/en/doctors/dr-telmo-coelho,Portugal,en,doctor,CMS doctor record dr-telmo-coelho (pt-en) via frontend/lib/content/get-public-doctors.ts rendered by frontend/lib/content/doctor-profile-page.tsx; dump .../api/doctors/pt-en.json,2,0,telmo coelho,aligned,4,4,4,4,ok,em_dash_13.5/1k,3,Improve,"English SEO heading block ('<Name> - <Specialty>, Global Health <Market>. Book an online video consultation.') renders above the localised profile on every locale. Thin against the pt profile (1,552 v","DoctorDr Telmo Coelho — Psychiatrist, Global Health Portugal Dr Telmo Coelho — Psychiatrist at Global Health Portugal. Book an online video consultation.++Back to Portugal teamDoctor ProfileDr Telmo CoelhoPsychiatristReview doctor profile d",Port the hospital and forensic posts from the pt profile into the en profile; localise the hidden heading.,OM 48028 on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,English readers see the same credentials as Portuguese readers,seo/tracking/raw/2026-09-15/A2-probe/text/U002803.txt
CR-0087,U002808,https://www.myglobalhealth.online/portugal/en/faq,Portugal,en,faq,frontend/locales/en/faq-markets.json:pt.groups via frontend/lib/content/country-faq.ts,1,0,my global health,aligned,4,4,4,4,ok,em_dash_8.7/1k,4,Protect,"Accurate English mirror of the Portugal FAQ, points at the public Ordem dos Medicos register.","Global Health · PortugalGlobal Health · PortugalQuestions, answered without the marketing speak.Booking, payment, consultations, privacy, and when online care is not the right route. Can't find what you need? Drop us a line.Contact the team",No change.,Ordem dos Medicos public register referenced on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Readers can verify a doctor themselves,seo/tracking/raw/2026-09-15/A2-probe/text/U002808.txt
CR-0088,HOME-PT,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/pt/pt (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/pt/home.json",676,7,medico online portugal,aligned,5,5,4,5,ok,none,4,Protect,"676 impressions / 7 clicks; hero is properly localised ('Medicos licenciados, sem salas de espera').","PortugalPortugal15 disponívelCuidados médicos online em PortugalMédicos licenciados, sem salas de espera, disponíveis em todo o país.Consultas de clínica geral a partir de 39 €Marcar consultaVer serviçosLicenciados em PortugalDisponibilidad",No copy change; positions 38-60 make this a visibility problem.,Ordem dos Medicos named in the page FAQ; EUR 39 GP price stated,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/HOME-PT.txt
