observed_at,target_country,language,query_cluster,query,competitor_domain,competitor_type,ranking_url,serp_position,intent,content_gap,trust_gap,local_gap,provider,device,location,evidence
2026-09-15,portugal,pt,travel-health,consulta do viajante,www.hospitaldaluz.pt,serp-hospital-group,https://www.hospitaldaluz.pt/pt/consultas/consulta-do-viajante,5,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,consultadoviajanteonline.pt,business-telemedicine,https://consultadoviajanteonline.pt/,6,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,spmv.simposium.pt,business-telemedicine,https://spmv.simposium.pt/locais-de-consulta-viajante/,7,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,www.ulssa.pt,business-telemedicine,https://www.ulssa.pt/v0E1D/consulta-do-viajante,8,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,www.cuf.pt,serp-hospital-group,https://www.cuf.pt/marcacoes/consultas/doencas-infeciosas-consulta-viajante,9,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,usism.azores.gov.pt,serp-government,https://usism.azores.gov.pt/wp/?page_id=2798,10,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,www.jcs.pt,business-telemedicine,https://www.jcs.pt/pt/especialidades-e-servicos/medicina-geral-e-familiar/consulta-do-viajante/,11,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,affidea.pt,business-telemedicine,https://affidea.pt/pt/servicos/especialidades-medicas/medicina-viajante/consulta/,13,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,virtualclinica.com,business-telemedicine,https://virtualclinica.com/,2,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.saludonnet.com,business-telemedicine,https://www.saludonnet.com/video-consulta,4,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.doctoralia.es,serp-directory,https://www.doctoralia.es/medico-general/online,5,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.caser.es,serp-insurer,https://www.caser.es/seguros-de-salud/servicios/chat-medico-online,6,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,centromedicobadal.es,business-telemedicine,https://centromedicobadal.es/medico-general-barcelona/consulta-medica-online-barcelona/,7,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.mediquo.com,business-telemedicine,https://www.mediquo.com/,8,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.topdoctors.es,business-telemedicine,https://www.topdoctors.es/,9,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.sanitas.es,serp-insurer,https://www.sanitas.es/seguros/salud-digital-blua/cita-medica-online-por-videoconsulta,10,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.tumedico.es,serp-directory,https://www.tumedico.es/tumedico24-consultaonline,11,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-gp,médico online,www.segurcaixaadeslas.es,business-telemedicine,https://www.segurcaixaadeslas.es/particulares/seguros-medicos/teleconsulta-medica,13,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,www.comunidad.madrid,serp-government,https://www.comunidad.madrid/hospital/atencionprimaria/ciudadanos/atencion-primaria-documentos-sanitarios,2,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,www.san.gva.es,serp-government,https://www.san.gva.es/es/web/app-gva-mes-salut/comprobar-justificante,3,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,www.juntadeandalucia.es,serp-government,https://www.juntadeandalucia.es/organismos/presidenciasanidadyemergencias/servicios/actualidad/noticias/detalle/385216.html,4,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,icscampdetarragona.cat,serp-government,https://icscampdetarragona.cat/es/area-paciente/tramites-online/solicitud-de-justificantes/,5,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,edit.org,business-telemedicine,https://edit.org/es/blog/plantillas-justificante-medico,6,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,www.murciasalud.es,serp-government,https://www.murciasalud.es/-/los-ciudadanos-ya-pueden-descargarse-su-justificante-de-asistencia-a-consultas-de-atenci%C3%B3n-primaria-desde-el-portal-del-paciente,8,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,virtualclinica.com,business-telemedicine,https://virtualclinica.com/certificados-medicos-online-en-espana/,9,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,www.clinicbarcelona.org,business-telemedicine,https://www.clinicbarcelona.org/pacientes-y-acompanantes/tramites-y-gestiones/quiero-un-justificante,10,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,sanidad.castillalamancha.es,business-telemedicine,https://sanidad.castillalamancha.es/content/puedo-obtener-un-justificante-de-asistencia-de-una-cita-en-atencion-primaria,11,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,sick-certificate,justificante médico online,www.tiktok.com,business-telemedicine,https://www.tiktok.com/@josealbertoxruz/video/7180410159074757893?lang=es,12,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,virtualclinica.com,business-telemedicine,https://virtualclinica.com/,2,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.saludonnet.com,business-telemedicine,https://www.saludonnet.com/video-consulta,3,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.doctoralia.es,serp-directory,https://www.doctoralia.es/medico-general/online,4,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.caser.es,serp-insurer,https://www.caser.es/seguros-de-salud/servicios/chat-medico-online,6,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.sanitas.es,serp-insurer,https://www.sanitas.es/seguros/salud-digital-blua/cita-medica-online-por-videoconsulta,7,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.segurcaixaadeslas.es,business-telemedicine,https://www.segurcaixaadeslas.es/particulares/seguros-medicos/teleconsulta-medica,8,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,centromedicobadal.es,business-telemedicine,https://centromedicobadal.es/medico-general-barcelona/consulta-medica-online-barcelona/,9,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.mediquo.com,business-telemedicine,https://www.mediquo.com/,10,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.tumedico.es,serp-directory,https://www.tumedico.es/tumedico24-consultaonline,11,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,online-consult,consulta médica online,www.tumedico.es,serp-directory,https://www.tumedico.es/tumedico24-consultaonline,13,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,dermatologia-bagazgoitia.com,business-telemedicine,https://dermatologia-bagazgoitia.com/consulta-online,1,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,www.doctoralia.es,serp-directory,https://www.doctoralia.es/dermatologo/online,2,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,madriderma.com,business-telemedicine,https://madriderma.com/consulta-online/?srsltid=AfmBOoqkArsmcyk9FdO9SHlgtHk93vJpe3eXG71qRBiBk5JiXdY0jPf9,4,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,www.dermapeople.es,business-telemedicine,https://www.dermapeople.es/,6,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,www.instagram.com,serp-publisher,https://www.instagram.com/dermapeople/?hl=es,7,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,www.dermanieto.com,business-telemedicine,https://www.dermanieto.com/consulta,8,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,www.dermoguillen.com,business-telemedicine,https://www.dermoguillen.com/dermatologos-online/,9,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,dbdermatologiabarcelona.com,business-telemedicine,https://dbdermatologiabarcelona.com/consulta-dermatologica-online-con-el-dr-didac-barco/,10,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,drgonzalezcantero.com,business-telemedicine,https://drgonzalezcantero.com/dermatologo-online/,11,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,specialist-derm,dermatólogo online,www.quironsalud.com,serp-hospital-group,https://www.quironsalud.com/pozuelo/es/teledermatologia,13,commercial,Specialty landing page with a photo-triage workflow,Named specialist credentials,Local specialist availability,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.texasheart.org,serp-publisher,https://www.texasheart.org/heart-health/heart-information-center/topics/calculadora-del-indice-de-masa-corporal-imc/,1,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,fundaciondelcorazon.com,serp-publisher,https://fundaciondelcorazon.com/prevencion/calculadoras-nutricion/imc.html,2,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,hablandodeobesidad.com,serp-publisher,https://hablandodeobesidad.com/camino-del-paciente/calculadora-de-imc/,3,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.quironsalud.com,serp-hospital-group,https://www.quironsalud.com/infasen/es/material-ayuda-apoyo/estimacion-grado-sobrepeso-u-obesidad/calculadora-indice-masa-corporal,4,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.cdc.gov,serp-government,https://www.cdc.gov/bmi/es/child-teen-calculator/index.html,5,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.seedo.es,serp-publisher,https://www.seedo.es/index.php/herramientas-seedo/calculo-de-imc,6,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.seen.es,business-telemedicine,https://www.seen.es/calculadoras/calculadora-imc,7,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.nestlehealthscience.es,business-telemedicine,https://www.nestlehealthscience.es/herramientas/calcular-imc,8,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.servidigest.com,business-telemedicine,https://www.servidigest.com/calcular-imc/,9,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,spain,es,tools-bmi,calculadora imc,www.laverdaddesupeso.es,business-telemedicine,https://www.laverdaddesupeso.es/diagnostico-herramientas/calculadora-imc.html,10,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2724,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,romania,ro,online-gp,medic online,www.medic.chat,business-telemedicine,https://www.medic.chat/,1,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,www.reginamaria.ro,serp-hospital-group,https://www.reginamaria.ro/clinica-virtuala,2,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,www.medlife.ro,serp-hospital-group,https://www.medlife.ro/medlive,3,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,deamedicine.ro,business-telemedicine,https://deamedicine.ro/,4,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,medicentrum.ro,serp-hospital-group,https://medicentrum.ro/consult-medical/,6,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,dr-online.net,business-telemedicine,https://dr-online.net/,7,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,ringdoc.ro,serp-publisher,https://ringdoc.ro/ro,8,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,doctorchat.ro,business-telemedicine,https://doctorchat.ro/,9,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,mediculonline.ro,business-telemedicine,https://mediculonline.ro/,10,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-gp,medic online,www.docbook.ro,business-telemedicine,https://www.docbook.ro/,11,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,www.reginamaria.ro,serp-hospital-group,https://www.reginamaria.ro/clinica-virtuala,2,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,www.medlife.ro,serp-hospital-group,https://www.medlife.ro/medlive,3,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,www.medic.chat,business-telemedicine,https://www.medic.chat/,4,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,medicentrum.ro,serp-hospital-group,https://medicentrum.ro/,5,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,www.reteauamedicalavictoria.ro,business-telemedicine,https://www.reteauamedicalavictoria.ro/clinica-online/,6,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,deamedicine.ro,business-telemedicine,https://deamedicine.ro/,7,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,www.medicover.ro,serp-insurer,https://www.medicover.ro/medici-clinici/telemedicina/,8,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,www.sanador.ro,business-telemedicine,https://www.sanador.ro/termeni-si-conditii-consultatii-online,9,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
