"url","locale","page_type","discovery","status","disposition","reason","keyword_evidence","current_clicks","current_impressions","existing_title","proposed_title","existing_description","proposed_description","existing_h1","proposed_h1","native_faqs","embedded_faq_sections","schema_faqs","source_fingerprint","review_status","implementation_status","canonical","robots"
"https://www.myglobalhealth.online/brazil/es/legal/terms-of-service","es","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Términos y Condiciones · Brasil · Global Health","Términos y Condiciones · Brasil · Global Health","Términos y Condiciones. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Términos y Condiciones. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Términos y Condiciones","Términos y Condiciones","0","not separately parsed","0","bd78d7e310905c7709eb8235f8c880477f9872dbd2d5ae8e817f6d375f85c880","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal/terms-of-service","index, follow"
"https://www.myglobalhealth.online/brazil/es/press","es","press","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","3","Prensa y medios — Global Health Brasil","Prensa y medios — Global Health Brasil","Información de prensa sobre Global Health en Brasil: quién opera el servicio, cómo está regulado, los mercados que atendemos y cómo contactar con nuestra área de prensa.","Información de prensa sobre Global Health en Brasil: quién opera el servicio, cómo está regulado, los mercados que atendemos y cómo contactar con nuestra área de prensa.","Prensa y medios","Prensa y medios","0","not separately parsed","0","887fea5a9a45210b8954dd3211816ad6faed15e5b89f7556f3b8974898e055e9","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/press","index, follow"
"https://www.myglobalhealth.online/brazil/es/pricing","es","pricing","sitemap","200","verify further","Plan offer and individual consultation pricing must be reconciled with business scope","","0","0","Elija su plan mensual · Brasil · Global Health","Elija su plan mensual · Brasil · Global Health","Atención mensual de medicina general online con créditos de consulta y ahorro en especialistas, con precios para Brasil.","Atención mensual de medicina general online con créditos de consulta y ahorro en especialistas, con precios para Brasil.","Atención que se renueva con usted","Atención que se renueva con usted","0","not separately parsed","0","33e44a2c372db7377a383ecaba21a1d5c667f70b29cf95783aeadfaeb095b45f","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/pricing","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/atestado-medico-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","21","Certificado Médico en Línea Brasil | Válido para Trabajo y Escuela | Mismo Día","Valoración para certificado médico | Global Health Brasil","Certificado médico con validez legal emitido por médico general vía teleconsulta. Aceptado en el trabajo y en la escuela conforme a la CLT art. 473. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Reserva una valoración médica por vídeo. La emisión de un certificado depende de la valoración; no se garantiza el documento ni su aceptación.","Certificado Médico Online — Válido para Trabajo y Escuela, el Mismo Día","Certificado médico: valoración por vídeo","8","0","8","44a563b0c5d7ce2b7a02f070a4fa42325cc07f4f23fdcf07cce729edd96593b0","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/atestado-medico-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/consulta-clinica-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Consulta Médica Online Brasil | Médico General | Mismo Día","Consulta Médica Online Brasil | Médico General","Consulta con médico general por videollamada, certificado médico válido y solicitud de exámenes. Sin lista de espera. Médicos con CRM activo, atendiendo en todo Brasil. Programación en el mismo día.","Habla por vídeo con un médico general sobre síntomas y cuidados de salud. Consulta los horarios y el precio antes de reservar.","Consulta Médica Online — Clínico General por Videollamada, Mismo Día","Consulta Médica Online — Clínico General por Videollamada","9","0","9","b81210f66387f48b1a092a83c34e590ac0655937ff2c828f15802df7a4ca5fae","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/consulta-clinica-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/consulta-pele-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Consulta de Piel Online Brasil | Médico General | Mismo Día","Consulta de Piel Online Brasil | Médico General","Consulta de piel con médico general por videollamada. Acné, eccema, manchas, infecciones y mucho más. Médicos con registro médico activo. El mismo día, desde cualquier lugar de Brasil.","Consulta de piel: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Consulta de Piel Online — Evaluación con Médico General por Videollamada","Consulta de Piel Online — Evaluación con Médico General por Videollamada","7","0","7","b91af53a41edafaa89474fda7381e1c43a023d9f6e9f4efc66345a5c41ede93a","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/consulta-pele-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/controle-peso-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Control de Peso Online Brasil | Evaluación Médica | Mismo Día","Control de Peso Online Brasil | Evaluación Médica","Consulta de control de peso con médico general por videollamada. Evaluación médica, solicitud de exámenes y orientación personalizada. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Control de Peso: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Control de Peso en Línea — Evaluación Médica por Videollamada","Control de Peso en Línea — Evaluación Médica por Videollamada","8","0","8","bf447afe5a561ead74760f743e899872ef670f2bc3da08446269b32560d01462","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/controle-peso-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/doencas-cronicas-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Enfermedades Crónicas Online Brasil | Seguimiento Médico | Mismo Día","Enfermedades Crónicas Online Brasil | Seguimiento Médico","Seguimiento de enfermedades crónicas con médico general por videollamada. Hipertensión, diabetes, hipotiroidismo y mucho más. Médicos con registro médico activo. El mismo día, desde cualquier lugar de Brasil.","Enfermedades Crónicas: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Enfermedades Crónicas en Línea — Seguimiento Médico por Videollamada","Enfermedades Crónicas en Línea — Seguimiento Médico por Videollamada","9","0","9","dd2474d3e455c01c0a280b3574368aeb1f6b63dcd91247450b2735ad3145eca8","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/doencas-cronicas-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/musculoesqueletico-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Dolor Muscular y Articular Online Brasil | Médico General | Mismo Día","Dolor Muscular y Articular Online Brasil | Médico General","Consulta por videollamada para dolor de espalda, articulaciones, lesiones musculares y otras quejas musculoesqueléticas. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Musculoesquelético: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Dolor Muscular y Articular en Línea — Evaluación con Clínico General por Videollamada","Dolor Muscular y Articular en Línea — Evaluación con Clínico General por Videollamada","8","0","8","94a6f14bf14b0423650dc56fba2bd4a9f512338f0e4ad75f72dbe8a91503ed47","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/musculoesqueletico-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/parar-de-fumar-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Dejar de Fumar Online Brasil | Apoyo Médico | Mismo Día","Dejar de Fumar Online Brasil | Apoyo Médico","Consulta para dejar de fumar con médico general por videollamada. Evaluación de la dependencia, plan personalizado y orientación sobre el tratamiento. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Dejar de fumar: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Dejar de fumar en línea — Evaluación médica y plan personalizado por videollamada","Dejar de fumar en línea — Evaluación médica y plan personalizado por videollamada","9","0","9","926614eb4dd27c36139e847e601607908c3b9cdeaddcd4a1c7aee0ee4f289d65","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/parar-de-fumar-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/pediatria-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","médico online para bebê (2 impressions) | pediatra online gratis (2 impressions) | consulta online pediatra (1 impressions)","0","22","Pediatría Online Brasil | Consulta Pediátrica | Mismo Día","Salud infantil: médico de familia online | Brasil","Consulta pediátrica con médico general por videollamada. Fiebre, infecciones, dudas sobre el desarrollo y mucho más. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Consulta por vídeo para niños y adolescentes con un médico de familia. Revisa horarios y precio. No es una consulta con un pediatra especialista.","Pediatría Online — Consulta Pediátrica por Videollamada, Mismo Día","Salud infantil y adolescente con un médico de familia","8","0","8","daa00fd857bf9ccd10804dcfb915a25fc4de7d114eca76760a836280f9948592","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/pediatria-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/queda-cabelo-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Caída de Cabello Online Brasil | Evaluación Médica | Mismo Día","Caída de Cabello Online Brasil | Evaluación Médica","Consulta para caída de cabello con médico general por videollamada. Evaluación de causas, solicitud de exámenes y orientación sobre tratamiento. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Caída del cabello: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Caída de Cabello Online — Evaluación Médica por Videollamada","Caída de Cabello Online — Evaluación Médica por Videollamada","8","0","8","e16ffd8c7a9d4fd9e76cf9a3b6c4553ae9f729f2c7c5a71f7ba0fda17511ece2","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/queda-cabelo-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/renovacao-receita-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","7","Renovación de Receta en Línea Brasil | Médico General | Mismo Día","Renovación de Receta en Línea Brasil | Médico General","Renueve su receta médica por videollamada con médico general. Receta electrónica válida en farmacias de todo Brasil. Sin fila de espera. Médicos con CRM activo. Cita el mismo día.","Renovación de receta: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Renovación de receta online — medicación continua sin salir de casa","Renovación de receta online — medicación continua sin salir de casa","8","0","8","d8f4c6dd88aa6961faf263eaaf7d8529afb8d03f11b2d157e765002fddc38b2c","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/renovacao-receita-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/saude-da-mulher-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Salud de la Mujer Online Brasil | Clínico General | Mismo Día","Salud de la Mujer Online Brasil | Clínico General","Consulta de salud femenina por videollamada con médico general. Salud hormonal, anticoncepción, salud reproductiva y mucho más. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Salud de la Mujer: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Salud de la Mujer Online — Consulta con Médico General por Videollamada","Salud de la Mujer Online — Consulta con Médico General por Videollamada","8","0","8","727b6d9459958abc59fb74dbe8db2f8b454122e5f85f533678bdd10ec871d4b7","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/saude-da-mulher-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/saude-do-homem-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Salud del Hombre en Línea Brasil | Médico General | Mismo Día","Salud del Hombre en Línea Brasil | Médico General","Consulta de salud masculina por videollamada con médico general. Salud sexual, caída de cabello, chequeo y mucho más. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Salud del Hombre: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Salud del Hombre en Línea — Consulta con Médico General por Videollamada","Salud del Hombre en Línea — Consulta con Médico General por Videollamada","8","0","8","8a9987f6fe4048f9582f116565519f30ae8911e14986b95645e7879c393abc65","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/saude-do-homem-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/saude-idoso-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","1","Salud del Adulto Mayor Online Brasil | Médico General | Mismo Día","Salud del Adulto Mayor Online Brasil | Médico General","Consulta de salud del adulto mayor con médico general por videollamada. Revisión de medicamentos, evaluación cognitiva, prevención de caídas y mucho más. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Salud del adulto mayor: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Salud del Adulto Mayor en línea — Consulta con Médico General por Videollamada","Salud del Adulto Mayor en línea — Consulta con Médico General por Videollamada","9","0","9","1214f112dbae6fdfdde200c3f5d206c9cb41f81700ac793854f35a9aa30cc493","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/saude-idoso-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/saude-mental-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","2","Salud Mental Online Brasil | Ansiedad y Depresión | Médico General","Salud Mental Online Brasil | Ansiedad y Depresión | Médico General","Habla con un médico general sobre ansiedad, depresión, estrés o burnout por videollamada. Evaluación, orientación y derivación cuando sea necesario. Médicos con CRM activo. El mismo día, en todo Brasil.","Salud Mental: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Salud Mental en Línea — Evaluación con Clínico General por Videollamada","Salud Mental en Línea — Evaluación con Clínico General por Videollamada","9","0","9","4fac08c55d2dd9f0dc80684e0b6b1bc1718db7ef4b66f715e007533b21cb69d6","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/saude-mental-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/saude-sexual-ist-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","1","Salud Sexual e ITS Online Brasil | Médico General | Mismo Día","Salud Sexual e ITS Online Brasil | Médico General","Consulta de salud sexual y detección de ITS con médico general por videollamada. Sífilis, VIH, hepatitis, PrEP y mucho más. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Salud sexual e ITS: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Salud Sexual e ITS en Línea — Evaluación con Médico General por Videollamada","Salud Sexual e ITS en Línea — Evaluación con Médico General por Videollamada","10","0","10","638e12563044c24478c5ae44625bd809ce8bb9b396810fcbbbf9de2e3fdd9587","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/saude-sexual-ist-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/saude-viagem-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Salud de Viaje Online Brasil | Consulta Médica Antes de Viajar | Mismo Día","Salud de Viaje Online Brasil | Consulta Médica Antes de Viajar","Consulta de salud de viaje con médico general por videollamada. Orientación sobre vacunas, profilaxis de malaria, dengue y mucho más. Médicos con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Salud de Viaje: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Salud de Viaje Online — Orientación Médica Antes de Viajar","Salud de Viaje Online — Orientación Médica Antes de Viajar","8","0","8","ea7c710e6d9c382b3a5c80057532c4529a83029d4e5047985fba312e355f5dd3","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/saude-viagem-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/segunda-opiniao-medica","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","3","Segunda Opinión Médica Online Brasil | Clínico General | Mismo Día","Segunda Opinión Médica Online Brasil | Clínico General","Obtenga una segunda opinión médica independiente por videollamada. Revise diagnósticos, resultados de exámenes y planes de tratamiento con un médico general con CRM activo. El mismo día, desde cualquier lugar de Brasil.","Segunda Opinión Médica: consulta por vídeo con un médico de familia. Revisa la agenda, el precio y los límites de la atención antes de reservar.","Segunda Opinión Médica Online — Evaluación Independiente por Videollamada","Segunda Opinión Médica Online — Evaluación Independiente por Videollamada","8","0","8","7ee645511f6923900e1140f5a6c2cf8a85cbce013737c7d7dcecc9625baa0fdb","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/segunda-opiniao-medica","index, follow"
"https://www.myglobalhealth.online/brazil/es/services/solicitacao-exames-online","es","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","5","Solicitud de Exámenes Online Brasil | Pedido de Exámenes | Mismo Día","Solicitud de Exámenes Online Brasil | Pedido de Exámenes","Solicita análisis de sangre, pruebas de imagen y otros exámenes de laboratorio por videollamada con médico general. Solicitud de exámenes válida en laboratorios de todo Brasil. Médicos con CRM activo. El mismo día.","Consulta por vídeo si necesitas pruebas médicas. La solicitud depende de la valoración clínica. Revisa los horarios y el precio.","Solicitud de Exámenes en Línea — Pedido de Exámenes por Videollamada, Mismo Día","Solicitud de Exámenes en Línea — Pedido de Exámenes por Videollamada","8","0","8","8581244368ca6f38f6d152efcdc89d78e9c5f9907408a61b3d3792169de9c0d6","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/services/solicitacao-exames-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/adhd-test","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","test de tdah para adultos online (3 impressions) | teste tdah online (3 impressions) | diagnóstico tdah online (1 impressions)","0","27","Test de TDAH Brasil | Cribado Gratuito para Adultos","Test de TDAH Brasil | Cribado Gratuito para Adultos","Haz el cribado de TDAH en adultos de seis preguntas (ASRS v1.1, parte A) y descubre qué significan tus respuestas. Un cribado no es un diagnóstico: solo un psiquiatra o un psicólogo clínico puede hacerlo.","Haz el cribado de TDAH en adultos de seis preguntas (ASRS v1.1, parte A) y descubre qué significan tus respuestas. Un cribado no es un diagnóstico: solo un psiquiatra o un psicólogo clínico puede hacerlo.","Test de TDAH Brasil","Test de TDAH Brasil","6","not separately parsed","6","4120deba59a1e0297532a740c6f2f52329e835203a6547e4a2e97d9627b94ec1","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/adhd-test","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/blood-pressure-chart","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","28","Baremos de Tensión Arterial Brasil | Tabla de Valores Normales","Baremos de Tensión Arterial Brasil | Tabla de Valores Normales","Introduce tu tensión sistólica y diastólica y consulta el baremo europeo para adultos: en qué categoría estás, qué significa y qué lecturas necesitan atención médica el mismo día.","Introduce tu tensión sistólica y diastólica y consulta el baremo europeo para adultos: en qué categoría estás, qué significa y qué lecturas necesitan atención médica el mismo día.","Tensión arterial normal Brasil","Tensión arterial normal Brasil","6","not separately parsed","6","fb9778c2846b3cc9e70f9fa01f607e2981ceedc1ca785ca7d796074291cb4eea","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/blood-pressure-chart","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/bmi-calculator","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","calculadora imc brasil (1 impressions) | imc calculadora brasil (1 impressions)","0","13","Calculadora IMC Brasil | Calcular tu Índice de Masa Corporal","Calculadora IMC Brasil | Calcular tu Índice de Masa Corporal","Calcula tu índice de masa corporal en segundos. Sistema métrico o imperial, categorías de la OMS para adultos y qué significa realmente tu resultado.","Calcula tu índice de masa corporal en segundos. Sistema métrico o imperial, categorías de la OMS para adultos y qué significa realmente tu resultado.","Calculadora IMC Brasil","Calculadora IMC Brasil","6","not separately parsed","6","568d4fc21ddf0dcb5bbe747e800d7d9fee1be325c50ce159bf654849383c046c","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/bmi-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/calorie-calculator","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","11","Calculadora de Calorías Brasil | Calorías Diarias","Calculadora de Calorías Brasil | Calorías Diarias","Calcula cuántas calorías necesitas al día para mantener, perder o ganar peso. Ecuación de Mifflin-St Jeor, cinco niveles de actividad y qué significan de verdad las cifras.","Calcula cuántas calorías necesitas al día para mantener, perder o ganar peso. Ecuación de Mifflin-St Jeor, cinco niveles de actividad y qué significan de verdad las cifras.","Calculadora de calorías Brasil","Calculadora de calorías Brasil","6","not separately parsed","6","e26322d7597bfc2c28b6f77cdc8788c2b186a9f3ebc669357f3499da8ae1d589","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/calorie-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/due-date-calculator","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","22","Calculadora de Embarazo Brasil | Fecha de Parto y Semanas","Calculadora de Embarazo Brasil | Fecha de Parto y Semanas","Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.","Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.","Calculadora de embarazo Brasil","Calculadora de embarazo Brasil","6","not separately parsed","6","26176ce4e4d58bf01e4b516523c87cf318a6ff4a40ec657e14e681684ac2ca86","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/due-date-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/osteoporosis-risk-checker","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","0","Evaluación de Riesgo de Osteoporosis Brasil | ¿Necesito una Densitometría Ósea?","Evaluación de Riesgo de Osteoporosis Brasil | ¿Necesito una Densitometría Ósea?","Comprueba los factores de riesgo publicados de osteoporosis y fractura por fragilidad, y descubre si las guías clínicas recomiendan que te evalúen. No es el FRAX ni un diagnóstico — una lista de cribado para llevar al médico.","Comprueba los factores de riesgo publicados de osteoporosis y fractura por fragilidad, y descubre si las guías clínicas recomiendan que te evalúen. No es el FRAX ni un diagnóstico — una lista de cribado para llevar al médico.","Riesgo de osteoporosis Brasil","Riesgo de osteoporosis Brasil","6","not separately parsed","6","939bfbe9fa84856b89cab8eae994bfb4e88ca097fc0cc433d8e2b97e5ee99188","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/osteoporosis-risk-checker","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/ovulation-calculator","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","1","Calculadora de Ovulación Brasil | Días Fértiles y Ovulación","Calculadora de Ovulación Brasil | Días Fértiles y Ovulación","Calcula tus días fértiles y el día estimado de ovulación a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con los seis días más fértiles al detalle.","Calcula tus días fértiles y el día estimado de ovulación a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con los seis días más fértiles al detalle.","Calculadora de ovulación Brasil","Calculadora de ovulación Brasil","6","not separately parsed","6","532f5c008968f9ac5c723de7fb2a1014b97d62cdec3b9d6713156cdbf5672a3f","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/ovulation-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/es/tools/sore-throat-checker","es","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","5","Test de Amigdalitis y Dolor de Garganta Brasil | Centor","Test de Amigdalitis y Dolor de Garganta Brasil | Centor","Responde cinco preguntas sobre tu dolor de garganta y descubre qué probabilidad hay de una causa bacteriana, con la escala de McIsaac que usan los médicos. Incluye las señales de alarma que necesitan atención urgente. No es un diagnóstico ni una prueba de estreptococo.","Responde cinco preguntas sobre tu dolor de garganta y descubre qué probabilidad hay de una causa bacteriana, con la escala de McIsaac que usan los médicos. Incluye las señales de alarma que necesitan atención urgente. No es un diagnóstico ni una prueba de estreptococo.","Test de amigdalitis y dolor de garganta Brasil","Test de amigdalitis y dolor de garganta Brasil","6","not separately parsed","6","b5df1184ce04847ada264534e4be5dcfca0ca28575cedbeabfd498ca1d8356d0","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/tools/sore-throat-checker","index, follow"
"https://www.myglobalhealth.online/brazil/pt","pt","home","sitemap","200","verify further","Registados and specialist claim require exact homepage source revision","minha clinica help global (22 impressions) | minha clinica.help global brazil (20 impressions) | eu moro no brasil. como lilly.com me ajuda a encontrar o profissional de saúde certo para minha condição médica específica? (3 impressions)","5","228","Médico Online Brasil | Clínicos e Especialistas Registados","Médico Online Brasil | Clínicos e Especialistas Registados","Consulte hoje um médico registrado por videochamada — clínica geral, atestados médicos, encaminhamentos para especialistas. Mesmo dia no Brasil.","Consulte hoje um médico registrado por videochamada — clínica geral, atestados médicos, encaminhamentos para especialistas. Mesmo dia no Brasil.","Cuidados médicos online no Brasil","Cuidados médicos online no Brasil","6","not separately parsed","5","34482b7809916400f0e08c81b1ff20cc6a2a3c701f8a4a4df7f38fda35b8d857","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt","index, follow"
"https://www.myglobalhealth.online/brazil/pt/about","pt","about","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","clinic.globalhealth (3 impressions) | clinic global health (2 impressions) | medicina online brasil (2 impressions)","0","10","Sobre a Global Health Brasil | Médicos online","Sobre a Global Health Brasil | Médicos online","Global Health Brasil: consultas online por videochamada com médicos inscritos na Conselho Federal de Medicina, em Português / Inglês. O que oferecemos e quem somos.","Global Health Brasil: consultas online por videochamada com médicos inscritos na Conselho Federal de Medicina, em Português / Inglês. O que oferecemos e quem somos.","Sobre a Global Health Brasil","Sobre a Global Health Brasil","4","not separately parsed","4","67829918b5ed691144aaf5a8a9a9b34d2ee807ae0434223bf93e5156fecce37e","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/about","index, follow"
"https://www.myglobalhealth.online/brazil/pt/blog","pt","blog","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","0","Guias de saúde de médicos registados em Brasil","Guias de saúde de médicos registados em Brasil","Guias de saúde baseados em evidências para Brasil, escritos e revistos pela nossa equipa médica. Sem anúncios.","Guias de saúde baseados em evidências para Brasil, escritos e revistos pela nossa equipa médica. Sem anúncios.","Guias de saúde de médicos registados.","Guias de saúde de médicos registados.","0","not separately parsed","0","90f6feaa5cc1ee4c21073bfc12284439fd8fcd4b47c08bfcf9961515a4d2d432","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/blog","index, follow"
