"cluster_id","parent_topic","keyword","normalised_keyword","country","language","keyword_source","source_competitor","seed_keyword","intent","funnel_stage","recommended_page_type","search_volume","keyword_difficulty","competition","cpc_eur","trend","serp_features","dronline_position","dronline_url","knok_position","knok_url","best_competitor","best_competitor_position","competitor_estimated_traffic","target_position","target_url","target_impressions","target_clicks","target_ctr","keyword_gap","business_fit","service_fit","clinical_risk","serp_fit","attainability","opportunity_score","recommended_action","proposed_target_url","priority","data_source","collected_at","notes"
"hair-loss","hair loss","queda de cabelo bulbo capilar","queda de cabelo bulbo capilar","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo causa hormonal","queda de cabelo causa hormonal","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.14","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo dengue","queda de cabelo dengue","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo depois da dengue","queda de cabelo depois da dengue","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo e descamação do couro cabeludo","queda de cabelo e descamação do couro cabeludo","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.71","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo e falta de ar","queda de cabelo e falta de ar","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo e intestino","queda de cabelo e intestino","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.14","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo e menstruação desregulada","queda de cabelo e menstruação desregulada","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo em idosos","queda de cabelo em idosos","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.5","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo ferritina","queda de cabelo ferritina","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.46","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"sick-leave","sick leave","queda de cabelo ferritina baixa","queda de cabelo ferritina baixa","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.27","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","3","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo gestante","queda de cabelo gestante","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.1","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo grave","queda de cabelo grave","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.13","0.34","[{""year"":2026,""month"":7,""searchVolume"":40},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo hemodiálise","queda de cabelo hemodiálise","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo hipertireoidismo","queda de cabelo hipertireoidismo","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":30}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo hormonal","queda de cabelo hormonal","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.35","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":20}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo inicio da gravidez","queda de cabelo inicio da gravidez","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.06","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo lactante","queda de cabelo lactante","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo leucemia","queda de cabelo leucemia","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo medicina chinesa","queda de cabelo medicina chinesa","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.07","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo medicina germânica","queda de cabelo medicina germânica","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo nome cientifico","queda de cabelo nome cientifico","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo ovario policistico","queda de cabelo ovario policistico","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo ovarios policisticos","queda de cabelo ovarios policisticos","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo oxandrolona","queda de cabelo oxandrolona","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"weight-management","weight management","queda de cabelo ozempic","queda de cabelo ozempic","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","5","5","3","71","clinical_review_then_optimize","https://www.myglobalhealth.online/portugal/pt/services/perda-de-peso","P2","openseo_seed","2026-08-31","Requires clinician/compliance review before content changes."
"hair-loss","hair loss","queda de cabelo patologica","queda de cabelo patologica","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo por covid","queda de cabelo por covid","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo pos cirurgia","queda de cabelo pos cirurgia","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
