"url","locale","page_type","faq_gap","embedded_questions","action","reason","priority","draft"
"https://www.myglobalhealth.online/romania/ro","ro","home","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/about","ro","about","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog","ro","blog","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/boli-cronice-programe-nationale-de-sanatate","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/diabetul-boala-tacuta","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/medical-review-policy","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/scrisoare-medicala-cine-o-elibereaza","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/blog/tensiune-mica-cauze-ce-sa-faci-cand-mergi-la-medic","ro","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/book","ro","book","not a service/profile gap","","retain pending targeted editorial review","Booking route has a client-rendered shell; assess indexability and user flow separately. Not a keyword landing page.","P2",""
"https://www.myglobalhealth.online/romania/ro/careers","ro","careers","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/contact","ro","contact","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/doctors","ro","doctors","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/doctors/dr-alexandra-palaga","ro","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/ro/doctors/dr-andreea-lorena-bica","ro","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/ro/doctors/dr-robert-gabriel-brindus","ro","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/ro/faq","ro","faq","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/gp-consultation-online","ro","gp-consultation-online","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/lab-tests","ro","lab-tests","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal","ro","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal/complaints-procedure","ro","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal/medical-disclaimer","ro","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal/privacy-policy","ro","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal/refund-policy","ro","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal/terms-of-service","ro","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/press","ro","press","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/pricing","ro","pricing","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/see-a-specialist","ro","see-a-specialist","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/services/a-doua-opinie-medicala","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/boli-cronice-online","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/caderea-parului-online","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/consultatie-dermatologica","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/consultatie-neurologie","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/consultatie-pediatrie","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/controlul-greutatii","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/dureri-musculo-scheletice","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/evaluare-durere","ro","service","missing","0","hold: no approved doctor","No assigned approved doctor. Do not market or draft as bookable; operational decision needed.","HOLD",""
"https://www.myglobalhealth.online/romania/ro/services/medic-online-romania","ro","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/medic-pediatru-online","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/medicina-calatoriei","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/reinnoire-tratament","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/sanatate-mintala-online","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/sanatatea-barbatului-online","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/sanatatea-femeii-online","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/services/trimiteri-si-investigatii","ro","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/ro/tools/adhd-test","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/blood-pressure-chart","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/osteoporosis-risk-checker","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/ro/tools/sore-throat-checker","ro","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/legal/medical-disclaimer","cs","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/cs/legal/cookie-policy","cs","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/legal/medical-disclaimer","de","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/legal/cookie-policy","de","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/services/sick-note-romania","en","service","not a service/profile gap","","hold: no approved doctor","Remove or correct inbound link; do not redirect to an unrelated service or recreate an unstaffed sick-note offer.","HOLD",""
"https://www.myglobalhealth.online/romania/es/legal/medical-disclaimer","es","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/es/legal/cookie-policy","es","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal/medical-disclaimer","pt","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal/cookie-policy","pt","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/ro/legal/cookie-policy","ro","legal","not a service/profile gap","","retain noindex","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
